Nome do Estado;Sigla do Estado;População Total do Estado em 2010;População Urbana do Estado em 2010;População Rural do Estado em 2010;Produto;Quantidade Estabelecimentos com 50 pés e mais existentes;Quantidade de Estabelecimentos com 50 pés e mais existentes não ligados à Agricultura Familiar;Quantidade de Estabelecimentos com 50 pés e mais existentes ligados à Agricultura Familiar;Quantidade Produzida em estabelecimentos com 50 pés e mais existentes (t);Quantidade Produzida em estabelecimentos com 50 pés e mais existentes não ligada à Agricultura Familiar (t);Quantidade Produzida em estabelecimentos com 50 pés e mais existentes ligada à Agricultura Familiar (t);Quantidade Vendida em estabelecimentos com 50 pés e mais existentes (t);Quantidade Vendida em estabelecimentos com 50 pés e mais existentes não ligada à Agricultura Familiar (t);Quantidade Vendida em estabelecimentos com 50 pés e mais existentes ligada à Agricultura Familiar (t);Valor da Produção Total das lavouras permanentes com 50 pés e mais (em mil R$);Valor da Produção Total das lavouras permanentes com 50 pés e mais não ligada à Agricultura Familiar (em mil R$);Valor da Produção Total das lavouras permanentes com 50 pés e mais ligada à Agricultura Familiar (em mil R$);Valor da Venda Total nas lavouras permanentes com 50 pés e mais (em mil R$);Valor da Venda Total nas lavouras permanentes com 50 pés e mais não ligada à Agricultura Familiar (em mil R$);Valor da Venda Total nas lavouras permanentes com 50 pés e mais ligada à Agricultura Familiar (em mil R$);Quantidade de pés colhidos nos estabelecimentos com 50 pés e mais;Quantidade de pés colhidos nos estabelecimentos com 50 pés e mais não ligada à Agricultura Familiar;Quantidade de pés colhidos nos estabelecimentos com 50 pés e mais ligada à Agricultura Familiar;Área colhida com 50 pés e mais (ha);Área colhida com 50 pés e mais não ligada à Agricultura Familiar (ha);Área colhida com 50 pés e mais ligada à Agricultura Familiar (ha);Área total existente na data de referência nas lavouras permanentes com 50 pés e mais (ha);Área total existente na data de referência nas lavouras permanentes com 50 pés e mais não ligada à Agricultura Familiar (ha);Área total existente na data de referência nas lavouras permanentes com 50 pés e mais ligada à Agricultura Familiar (ha);Quantidade de pés nos estabelecimentos com 50 pés e mais;Quantidades de pés nos estabelecimentos com 50 pés e mais não ligada à Agricultura Familiar;Quantidade de pés nos estabelecimentos com 50 pés e mais ligada à Agricultura Familiar;Quantidade de Estabelecimentos com menos de 50 pés;Quantidade de Estabelecimentos com menos de 50 pés não ligada à Agricultura Familiar;Quantidade de Estabelecimentos com menos de 50 pés ligada à Agricultura Familiar;Quantidade de pés nos estabelecimentos com menos de 50 pés;Quantidade de pés nos estabelecimentos com menos de 50 pés não ligada à Agricultura Familiar;Quantidade de pés nos estabelecimentos com menos de 50 pés ligada à Agricultura Familiar;Valor da Venda Total nos estabelecimentos com menos de 50 pés (em mil R$);Valor da Venda Total nos estabelecimentos com menos de 50 pés não ligada à Agricultura Familiar (em mil R$);Valor da Venda Total nos estabelecimentos com menos de 50 pés ligada à Agricultura Familiar (em mil R$);Quantidade Vendida em 2018 (t);Valor Comercialiazado em 2018 (em mil R$);Preço Médio Praticado em 2018 (R$);Quantidade Vendida em 2019 (t);Valor Comercializado em 2019 (em mil R$);Preço Médio Praticado em 2019 (R$);Quantidade Vendida em 2020 (t);Valor Comercializado em 2020 (em mil R$);Preço Médio Praticado em 2020 (R$);Quantidade Vendida em 2021 (t);Valor Comercializado em 2021 (em mil R$);Preço Médio Praticado em 2021 (R$);Quantidade Vendida em 2022 (t);Valor Comercializado em 2022 (em mil R$);Preço Médio Praticado em 2022 (R$)
Rio Grande do Norte;RN;3168027;2464991;703036;kiwi;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Abacate;8;2;6;2;X;1;0;X;X;6;X;X;0;X;X;0;X;X;3;X;X;5;X;X;1;X;X;3794;621;3173;4;0;3;20;5;15;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Abacate;8;2;6;2;X;1;0;X;X;6;X;X;0;X;X;0;X;X;3;X;X;5;X;X;1;X;X;3794;621;3173;4;0;3;20;5;15;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Acerola;131;19;112;292;24;268;252;19;233;611;51;560;513;36;477;20;3;17;83;8;75;108;13;95;27;3;25;3565;598;2967;5;1;4;66;3;63;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Algodão arbóreo;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;45;8;37;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Ameixa;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;39;10;29;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Amora (folha);0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;281;54;227;0;0;0;1;-;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Atemoia;1;-;1;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;6;-;6;0;-;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Azeitona (oliveira);0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;485;73;412;1;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Açaí (fruto);153;31;122;591;435;156;550;434;117;1685;1101;585;1570;1091;479;76;35;41;140;81;59;313;127;186;179;59;119;501;93;408;2;0;2;42;1;41;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Banana;3336;465;2871;15185;2089;13096;10670;1550;9121;18863;2391;16472;12361;1624;10737;1449;190;1259;2830;344;2486;4526;581;3945;2576;393;2183;5861;1083;4778;43;7;35;207;16;191;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Cacau (amêndoa);2342;278;2064;1854;225;1629;1754;209;1545;11107;1384;9723;10548;1299;9250;2927;365;2562;4282;558;3724;6086;959;5128;4167;651;3516;952;156;796;4;1;3;139;93;46;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Café arábica em grão (verde);524;61;463;869;108;761;758;106;653;4365;497;3868;3830;484;3346;1136;120;1016;954;80;874;1443;172;1271;1809;200;1609;108;19;89;1;0;0;494;2;492;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Café canephora (robusta, conilon) em grão (verde);16812;1695;15117;34602;3291;31310;30965;2821;28144;186258;17758;168500;166230;15336;150894;46390;4066;42324;40588;2991;37596;53279;5304;47975;72558;7803;64754;574;81;493;3;0;3;1987;77;1910;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Caju (castanha);2;0;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;33;9;24;0;0;0;0;-;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Caju (fruto);29;6;23;10;5;6;4;2;3;31;17;14;12;8;5;4;2;1;12;8;4;22;9;12;10;3;6;2970;546;2424;5;1;4;17;3;14;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Caqui;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;36;9;27;0;0;0;0;0;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Carambola;1;1;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;597;115;482;0;0;0;0;-;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Figo;1;0;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;271;56;215;0;0;0;0;-;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Goiaba;82;14;68;244;53;192;219;52;167;719;199;520;643;198;445;23;6;17;79;10;69;103;16;87;31;7;24;2763;462;2301;5;1;4;14;3;11;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Graviola;54;10;44;19;1;18;18;1;17;111;3;108;101;3;98;2;0;2;18;1;18;47;12;35;10;2;8;1639;293;1346;2;0;2;12;3;9;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Jabuticaba;7;0;7;11;X;X;5;X;X;38;X;X;21;X;X;1;X;X;6;X;X;7;X;X;1;X;X;2601;446;2155;3;0;3;1;-;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Jaca;3;0;3;50;X;X;-;X;X;450;X;X;-;X;X;1;X;X;2;X;X;3;X;X;1;X;X;4220;736;3484;4;1;3;2;1;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Jambo;1;0;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;1897;332;1565;2;0;2;0;-;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Laranja;341;59;282;2871;1199;1672;2610;1170;1440;2382;966;1416;2029;939;1090;95;31;64;379;88;291;641;147;494;156;54;102;7107;1198;5909;22;4;19;129;13;116;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Lichia;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;16;1;15;0;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Lima;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;187;36;151;0;0;0;1;-;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Limão;383;50;333;1670;179;1491;1493;142;1350;1878;188;1690;1640;142;1498;68;10;58;320;35;284;489;60;429;102;18;85;6507;1146;5361;12;2;10;233;23;210;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Louro (folha);0;0;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;1;1;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Mamão;184;19;165;2606;323;2283;2369;317;2052;2053;230;1823;1834;224;1610;132;19;113;183;24;159;231;26;205;179;20;159;2296;396;1900;6;1;5;15;0;15;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Manga;16;3;13;12;2;10;3;1;2;16;2;13;4;2;2;1;0;1;9;1;7;13;2;11;1;0;1;7241;1259;5982;15;2;13;16;5;11;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Maracujá;485;43;442;2913;242;2671;2678;173;2505;4475;346;4128;3884;254;3630;178;14;164;464;36;427;574;64;510;224;24;200;1078;179;899;2;0;2;214;5;209;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Maçã;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;22;5;17;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Nectarina;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;3;2;1;0;X;X;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Noz (europeia, pecã);0;-;0;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;3;-;3;0;-;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Nêspera;0;-;0;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;1;-;1;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Palmito;61;7;54;71;6;65;64;3;60;404;13;391;378;8;370;136;4;132;104;7;98;149;10;139;229;8;221;68;12;56;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Pera;0;-;0;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;2;-;2;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Pimenta-do-reino;117;22;95;44;8;36;20;2;18;500;83;417;234;24;210;49;5;44;59;8;52;120;24;96;99;24;75;211;29;182;0;0;0;2;0;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Pitaia;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;8;1;7;0;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Pitanga;1;0;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;729;128;601;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Pupunha (cacho frutos);164;18;146;276;13;263;161;11;150;1487;66;1421;680;41;638;71;4;68;179;9;170;419;148;271;464;307;157;689;113;576;3;0;3;31;3;28;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Pêssego;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;8;3;5;0;-;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Romã;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;447;70;377;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Tangerina, bergamota, mexerica;120;12;108;930;89;840;844;77;767;682;61;621;624;56;568;30;4;26;120;10;110;182;15;167;33;4;29;4130;675;3455;8;1;7;65;16;49;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Urucum (semente);1829;250;1579;1480;197;1283;1439;196;1243;10752;1439;9313;10460;1431;9028;2117;600;1517;3272;850;2421;6478;1335;5143;4240;911;3328;545;74;471;1;0;1;130;4;126;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;Uva (mesa);5;2;3;13;X;X;12;X;X;52;X;X;46;X;X;5;X;X;10;X;X;11;X;X;8;X;X;25;3;22;0;-;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rondônia;RO;1562409;1149180;413229;kiwi;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;3;2;1;0;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Abacate;12;5;7;4;1;3;3;1;2;15;2;13;9;2;7;0;0;0;1;0;1;6;1;5;2;0;1;1449;299;1150;2;1;2;2;0;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Abacate;12;5;7;4;1;3;3;1;2;15;2;13;9;2;7;0;0;0;1;0;1;6;1;5;2;0;1;1449;299;1150;2;1;2;2;0;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Acerola;57;17;40;161;111;50;133;88;46;477;326;152;378;238;140;8;6;3;23;16;8;38;18;20;12;6;6;1544;416;1128;5;1;3;40;16;24;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Algodão arbóreo;2;0;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;63;5;58;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Ameixa;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;2;1;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Amora (folha);0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;5;2;3;0;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Atemoia;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;2;1;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Azeitona (oliveira);0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;61;10;51;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Açaí (fruto);466;95;371;360;32;329;223;20;203;1162;145;1017;679;91;588;85;10;75;188;19;169;1043;201;842;387;97;290;641;182;459;5;1;3;23;9;14;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Banana;3435;493;2942;52706;9046;43660;45741;8209;37532;41959;8316;33643;33322;6990;26332;4976;806;4170;14528;1157;13371;10358;1750;8609;6444;1049;5394;3241;620;2621;25;5;20;240;16;224;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Cacau (amêndoa);22;2;20;3;X;X;3;X;X;16;X;X;15;X;X;10;X;X;21;X;X;50;X;X;27;X;X;97;23;74;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Café arábica em grão (verde);12;1;11;7;X;X;3;X;X;11;X;X;3;X;X;4;X;X;5;X;X;8;X;X;7;X;X;89;20;69;1;0;1;0;-;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Café canephora (robusta, conilon) em grão (verde);7;1;6;3;X;X;-;X;X;6;X;X;-;X;X;4;X;X;2;X;X;7;X;X;6;X;X;9;1;8;0;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Caju (castanha);15;2;13;3;X;X;2;X;X;30;X;X;19;X;X;2;X;X;11;X;X;15;X;X;3;X;X;482;42;440;1;0;1;39;7;33;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Caju (fruto);80;31;49;64;58;6;15;15;0;187;168;20;77;76;1;13;11;2;35;27;9;261;176;85;46;32;14;3374;780;2594;13;4;9;3;1;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Caqui;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;2;1;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Carambola;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;154;61;93;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Figo;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;4;2;2;0;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Goiaba;57;19;38;54;40;15;52;38;14;176;122;55;168;118;49;10;7;3;22;13;9;59;37;22;26;19;7;2798;599;2199;9;3;6;28;17;11;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Graviola;84;20;64;39;7;32;25;6;18;190;34;156;120;30;89;5;1;4;21;3;17;73;29;44;20;7;14;1973;387;1586;5;2;3;34;12;22;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Jabuticaba;1;0;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;131;62;69;0;0;0;0;0;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Jaca;2;0;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;1344;265;1079;2;0;1;7;-;7;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Jambo;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;564;71;493;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Laranja;942;202;740;4791;1983;2807;4448;1898;2549;4200;1983;2218;3802;1895;1907;195;56;139;737;186;551;1473;338;1135;416;99;317;3554;832;2722;21;6;15;200;26;174;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Lichia;0;0;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;1;1;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Lima;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;31;8;23;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Limão;188;46;142;1911;1403;508;1853;1357;495;3141;2306;835;3062;2247;815;76;48;28;237;138;98;376;176;200;103;50;53;3498;882;2616;10;3;7;165;29;136;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Louro (folha);0;-;0;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;1;-;1;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Mamão;178;28;150;1582;451;1131;1341;445;895;1636;360;1277;1310;354;956;100;23;77;144;24;120;173;31;143;124;21;104;1360;168;1192;4;1;4;22;1;21;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Manga;55;25;30;119;83;35;90;69;21;207;136;71;148;108;40;19;17;2;69;60;9;250;175;75;55;38;16;4390;1030;3360;19;6;13;10;2;8;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Maracujá;140;40;100;834;532;302;762;519;243;3131;1576;1555;2858;1530;1329;87;59;28;100;60;40;152;87;65;120;84;37;258;74;184;1;0;1;6;2;4;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Maçã;0;-;0;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;5;-;5;0;-;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Nectarina;0;0;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;1;1;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Noz (europeia, pecã);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Nêspera;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Palmito;3;0;3;0;X;X;0;X;X;0;X;X;0;X;X;0;X;X;1;X;X;3;X;X;1;X;X;3;3;0;0;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Pera;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Pimenta-do-reino;12;2;10;3;X;X;3;X;X;93;X;X;85;X;X;6;X;X;57;X;X;61;X;X;7;X;X;58;11;47;0;0;0;1;-;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Pitaia;0;0;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;1;1;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Pitanga;1;0;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;53;16;37;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Pupunha (cacho frutos);116;15;101;688;18;670;680;18;662;861;28;834;848;27;822;51;2;49;144;12;132;218;25;193;81;8;73;355;81;274;4;1;3;18;9;9;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Pêssego;0;0;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;1;1;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Romã;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;93;31;62;0;0;0;0;-;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Tangerina, bergamota, mexerica;9;4;5;55;53;1;55;53;1;65;63;3;65;63;3;4;4;0;31;31;0;46;32;13;8;5;3;388;96;292;1;0;0;4;0;4;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Urucum (semente);7;2;5;2;X;X;2;X;X;14;X;X;13;X;X;5;X;X;11;X;X;47;X;X;10;X;X;220;25;195;1;0;1;1;0;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Roraima;RR;450479;344859;105620;Uva (mesa);0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;11;5;6;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
